"dim_zip","CBSA","CBSA.Title","dim_rent_acs","dim_avg_nightly_revenue_private","nights_to_pay_off_month_of_rent_private"
"18940","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1630,87.5,18.6285714285714
"18942","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1022,NA,NA
"18944","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1131,64,17.671875
"18947","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1104,113,9.76991150442478
"18950","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"18951","10900","Allentown-Bethlehem-Easton, PA-NJ",944,NA,NA
"18951","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",944,NA,NA
"18954","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1438,NA,NA
"18955","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",990,NA,NA
"18960","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1146,NA,NA
"18962","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1072,NA,NA
"18964","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",851,17,50.0588235294118
"18966","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1325,56,23.6607142857143
"18969","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",940,58,16.2068965517241
"18970","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1028,NA,NA
"18972","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1003,97,10.340206185567
"18974","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1231,70,17.5857142857143
"18976","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1259,NA,NA
"18977","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000,75,26.6666666666667
"18980","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1194,NA,NA
"19001","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1133,39.5,28.6835443037975
"19002","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1175,51,23.0392156862745
"19003","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1187,65,18.2615384615385
"19004","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1337,64,20.890625
"19006","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1152,45,25.6
"19007","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",863,44,19.6136363636364
"19008","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1122,NA,NA
"19009","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",932,NA,NA
"19010","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1415,56,25.2678571428571
"19012","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",897,58,15.4655172413793
"19013","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",810,NA,NA
"19014","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",943,NA,NA
"19015","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",977,NA,NA
"19017","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19018","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",969,34,28.5
"19020","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1091,49,22.265306122449
"19021","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",973,NA,NA
"19022","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",870,NA,NA
"19023","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",960,42.5,22.5882352941176
"19025","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1455,NA,NA
"19026","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",945,31,30.4838709677419
"19027","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",979,67,14.6119402985075
"19029","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",884,NA,NA
"19030","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",952,63,15.1111111111111
"19031","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1256,47,26.7234042553191
"19032","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1231,NA,NA
"19033","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1075,NA,NA
"19034","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1343,NA,NA
"19035","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1454,452,3.21681415929204
"19036","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1030,NA,NA
"19038","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1044,29,36
"19040","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1101,43.5,25.3103448275862
"19041","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1409,106,13.2924528301887
"19043","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",939,41.5,22.6265060240964
"19044","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1157,47,24.6170212765957
"19046","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1086,32.5,33.4153846153846
"19047","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1190,46,25.8695652173913
"19050","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",869,36,24.1388888888889
"19053","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1089,50,21.78
"19054","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1127,NA,NA
"19055","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",928,NA,NA
"19056","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1087,39.5,27.5189873417722
"19057","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1159,40,28.975
"19060","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1170,NA,NA
"19061","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",954,NA,NA
"19063","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1098,48,22.875
"19064","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1140,47,24.2553191489362
"19066","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1867,75,24.8933333333333
"19067","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1240,55,22.5454545454545
"19070","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",925,NA,NA
"19072","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1274,68,18.7352941176471
"19073","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1706,34,50.1764705882353
"19074","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",818,18,45.4444444444444
"19075","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",997,NA,NA
"19076","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",915,56,16.3392857142857
"19078","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",898,NA,NA
"19079","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",937,48,19.5208333333333
"19081","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",961,65,14.7846153846154
"19082","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",889,39,22.7948717948718
"19083","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1018,93,10.9462365591398
"19085","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000,NA,NA
"19086","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1082,25,43.28
"19087","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1399,54,25.9074074074074
"19090","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1088,NA,NA
"19094","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",656,38,17.2631578947368
"19095","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1447,25.5,56.7450980392157
"19096","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1425,57,25
"19102","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1921,71,27.056338028169
"19103","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1433,79,18.1392405063291
"19104","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",862,42,20.5238095238095
"19106","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1657,99.5,16.6532663316583
"19107","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1108,86,12.8837209302326
"19109","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19111","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",914,61.5,14.8617886178862
"19112","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19113","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19114","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",987,66,14.9545454545455
"19115","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",951,39.5,24.0759493670886
"19116","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",878,NA,NA
"19118","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1257,91,13.8131868131868
"19119","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",924,45.5,20.3076923076923
"19120","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",919,100,9.19
"19121","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",639,41.5,15.3975903614458
"19122","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",696,49,14.2040816326531
"19123","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1081,72,15.0138888888889
"19124","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",846,30,28.2
"19125","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",892,59.5,14.9915966386555
"19126","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",856,82,10.4390243902439
"19127","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1428,40,35.7
"19128","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1166,62.5,18.656
"19129","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1039,47,22.1063829787234
"19130","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1227,73.5,16.6938775510204
"19131","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",925,48,19.2708333333333
"19132","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",752,37,20.3243243243243
"19133","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",639,75,8.52
"19134","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",863,29.5,29.2542372881356
"19135","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",882,107,8.24299065420561
"19136","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",861,45.5,18.9230769230769
"19137","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",937,NA,NA
"19138","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",913,35,26.0857142857143
"19139","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",771,35,22.0285714285714
"19140","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",772,36,21.4444444444444
"19141","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",782,126,6.20634920634921
"19142","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",911,29.5,30.8813559322034
"19143","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",826,43,19.2093023255814
"19144","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",807,48,16.8125
"19145","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",880,43,20.4651162790698
"19146","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",975,63,15.4761904761905
"19147","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1076,65,16.5538461538462
"19148","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",930,46,20.2173913043478
"19149","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1052,20,52.6
"19150","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",992,NA,NA
"19151","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",930,54,17.2222222222222
"19152","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",935,34,27.5
"19153","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1026,23,44.6086956521739
"19154","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1090,NA,NA
"19301","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1279,46,27.804347826087
"19310","29540","Lancaster, PA",934,NA,NA
"19310","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",934,NA,NA
"19311","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1114,92,12.1086956521739
"19312","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1121,72,15.5694444444444
"19316","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19317","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1590,56,28.3928571428571
"19319","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19320","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1061,54,19.6481481481481
"19330","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1204,NA,NA
"19333","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1311,98,13.3775510204082
"19335","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1169,53,22.0566037735849
"19341","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1339,37,36.1891891891892
"19342","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1835,48,38.2291666666667
"19343","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1475,77,19.1558441558442
"19344","29540","Lancaster, PA",1098,75.5,14.5430463576159
"19344","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1098,75.5,14.5430463576159
"19345","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19348","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1143,87,13.1379310344828
"19350","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1407,63,22.3333333333333
"19352","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1041,NA,NA
"19355","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1435,49,29.2857142857143
"19358","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",963,NA,NA
"19362","29540","Lancaster, PA",857,35,24.4857142857143
"19362","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",857,35,24.4857142857143
"19363","29540","Lancaster, PA",898,37.5,23.9466666666667
"19363","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",898,37.5,23.9466666666667
"19365","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1020,NA,NA
"19367","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19372","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1398,NA,NA
"19373","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19374","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1299,NA,NA
"19375","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19380","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1301,48,27.1041666666667
"19382","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1276,49.5,25.7777777777778
"19383","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19390","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1148,61,18.8196721311475
"19401","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1050,38,27.6315789473684
"19403","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1283,50,25.66
"19405","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",927,68,13.6323529411765
"19406","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1177,72,16.3472222222222
"19422","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1746,58,30.1034482758621
"19425","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1493,109,13.697247706422
"19426","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1284,42,30.5714285714286
"19428","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1314,79.5,16.5283018867925
"19435","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19436","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1487,NA,NA
"19437","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19438","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1247,NA,NA
"19440","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",984,29.5,33.3559322033898
"19442","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19444","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1424,48,29.6666666666667
"19446","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1190,37,32.1621621621622
"19453","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1035,NA,NA
"19454","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1282,47.5,26.9894736842105
"19456","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19457","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19460","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1086,35,31.0285714285714
"19462","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1245,55,22.6363636363636
"19464","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",850,28,30.3571428571429
"19464","39740","Reading, PA",850,28,30.3571428571429
"19465","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1047,NA,NA
"19468","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1164,NA,NA
"19472","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19473","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1020,63,16.1904761904762
"19474","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19475","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",784,29,27.0344827586207
"19477","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19492","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1722,NA,NA
"19501","29540","Lancaster, PA",718,136,5.27941176470588
"19503","39740","Reading, PA",1014,NA,NA
"19504","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",933,NA,NA
"19504","39740","Reading, PA",933,NA,NA
"19505","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",969,NA,NA
"19505","39740","Reading, PA",969,NA,NA
"19506","39740","Reading, PA",782,NA,NA
"19507","39740","Reading, PA",846,NA,NA
"19508","39740","Reading, PA",890,NA,NA
"19510","39740","Reading, PA",1025,NA,NA
"19511","39740","Reading, PA",NA,NA,NA
"19512","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",807,NA,NA
"19512","39740","Reading, PA",807,NA,NA
"19518","39740","Reading, PA",1019,19,53.6315789473684
"19519","39740","Reading, PA",NA,NA,NA
"19520","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",871,46.5,18.7311827956989
"19520","39740","Reading, PA",871,46.5,18.7311827956989
"19522","39740","Reading, PA",795,63,12.6190476190476
"19523","39740","Reading, PA",NA,NA,NA
"19525","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1204,NA,NA
"19526","39740","Reading, PA",725,NA,NA
"19529","10900","Allentown-Bethlehem-Easton, PA-NJ",999,103,9.69902912621359
"19529","39740","Reading, PA",999,103,9.69902912621359
"19530","10900","Allentown-Bethlehem-Easton, PA-NJ",866,104,8.32692307692308
"19530","39740","Reading, PA",866,104,8.32692307692308
"19533","39740","Reading, PA",789,NA,NA
"19534","39740","Reading, PA",712,46,15.4782608695652
"19535","39740","Reading, PA",NA,NA,NA
"19536","39740","Reading, PA",828,NA,NA
"19538","39740","Reading, PA",NA,NA,NA
"19539","10900","Allentown-Bethlehem-Easton, PA-NJ",1092,NA,NA
"19539","39740","Reading, PA",1092,NA,NA
"19540","29540","Lancaster, PA",803,NA,NA
"19540","39740","Reading, PA",803,NA,NA
"19541","39740","Reading, PA",931,73,12.7534246575342
"19542","39740","Reading, PA",NA,NA,NA
"19543","29540","Lancaster, PA",922,49,18.8163265306122
"19543","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",922,49,18.8163265306122
"19543","39740","Reading, PA",922,49,18.8163265306122
"19544","39740","Reading, PA",NA,NA,NA
"19545","39740","Reading, PA",NA,NA,NA
"19547","39740","Reading, PA",1132,70,16.1714285714286
"19549","39060","Pottsville, PA",775,NA,NA
"19550","39740","Reading, PA",591,NA,NA
"19551","29540","Lancaster, PA",785,NA,NA
"19551","30140","Lebanon, PA",785,NA,NA
"19551","39740","Reading, PA",785,NA,NA
"19554","39740","Reading, PA",622,NA,NA
"19555","39740","Reading, PA",775,NA,NA
"19559","39740","Reading, PA",875,NA,NA
"19560","39740","Reading, PA",979,NA,NA
"19562","39740","Reading, PA",720,NA,NA
"19564","39740","Reading, PA",NA,NA,NA
"19565","39740","Reading, PA",965,NA,NA
"19567","39740","Reading, PA",808,NA,NA
"19601","39740","Reading, PA",700,79.5,8.80503144654088
"19602","39740","Reading, PA",689,29,23.7586206896552
"19604","39740","Reading, PA",848,31,27.3548387096774
"19605","39740","Reading, PA",965,65,14.8461538461538
"19606","39740","Reading, PA",926,47,19.7021276595745
"19607","39740","Reading, PA",952,NA,NA
"19608","39740","Reading, PA",1144,58,19.7241379310345
"19609","39740","Reading, PA",831,37,22.4594594594595
"19610","39740","Reading, PA",1145,39,29.3589743589744
"19611","39740","Reading, PA",738,NA,NA
"19701","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1317,42,31.3571428571429
"19702","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1176,41,28.6829268292683
"19703","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",948,NA,NA
"19706","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",970,NA,NA
"19707","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1515,96,15.78125
"19709","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1183,NA,NA
"19710","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19711","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1041,48,21.6875
"19713","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",980,30.5,32.1311475409836
"19716","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19717","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19720","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",988,22,44.9090909090909
"19730","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1510,NA,NA
"19731","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19732","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19733","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1266,NA,NA
"19734","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1450,213,6.8075117370892
"19735","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19736","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,NA,NA
"19801","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",815,61.5,13.2520325203252
"19802","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",920,44,20.9090909090909
"19803","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1317,22,59.8636363636364
"19804","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",980,56.5,17.3451327433628
"19805","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",965,42.5,22.7058823529412
"19806","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",974,46,21.1739130434783
"19807","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1214,58,20.9310344827586
"19808","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1039,17,61.1176470588235
"19809","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1053,33,31.9090909090909
"19810","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1075,53,20.2830188679245
"19901","20100","Dover, DE",1007,68.5,14.7007299270073
"19902","20100","Dover, DE",NA,NA,NA
"19904","20100","Dover, DE",1003,91,11.021978021978
"19934","20100","Dover, DE",1298,55,23.6
"19936","20100","Dover, DE",913,NA,NA
"19938","20100","Dover, DE",1136,72,15.7777777777778
"19938","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1136,72,15.7777777777778
"19943","20100","Dover, DE",1132,NA,NA
"19946","20100","Dover, DE",1008,NA,NA
"19950","20100","Dover, DE",917,97,9.45360824742268
"19952","20100","Dover, DE",851,NA,NA
"19953","20100","Dover, DE",855,31.5,27.1428571428571
"19954","20100","Dover, DE",604,NA,NA
"19955","20100","Dover, DE",1000,NA,NA
"19962","20100","Dover, DE",1070,97,11.0309278350515
"19963","20100","Dover, DE",850,97,8.76288659793815
"19964","20100","Dover, DE",735,169,4.3491124260355
"19977","20100","Dover, DE",984,213,4.61971830985915
"19977","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",984,213,4.61971830985915
"19979","20100","Dover, DE",943,NA,NA
"20001","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1464,75,19.52
"20002","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1208,66.5,18.1654135338346
"20003","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1696,77.5,21.8838709677419
"20004","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,NA,NA
"20005","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1658,91,18.2197802197802
"20006","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1624,64,25.375
"20007","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1736,67,25.910447761194
"20008","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1803,72,25.0416666666667
"20009","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1639,78,21.0128205128205
"20010","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",1296,59,21.9661016949153
